Account Statement for  (Individual) since 12/2/25 through 12/2/25

Cash Balance
DATE,TIME,TYPE,REF #,DESCRIPTION,Misc Fees,Commissions & Fees,AMOUNT,BALANCE
ATYR,ATYR PHARMA INC,$0.00,0.00%,$0.00,($11.61),$0.00,$0.00,$0.00
BAC,BANK OF AMERICA CORP,$0.00,0.00%,$0.00,($0.01),$0.00,$0.00,$0.00
BBAI,BIGBEAR AI HLDGS INC,$0.00,0.00%,$0.00,$6.48,$0.00,$0.00,$0.00
BRY,BERRY CORP,$0.00,0.00%,$0.00,$11.17,$0.00,$0.00,$0.00
BTQ,BTQ TECHNOLOGIES COR,$0.00,0.00%,$0.00,($7.72),$0.00,$0.00,$0.00
CETX,CEMTREX INC,$0.00,0.00%,$0.00,($7.40),$0.00,$0.00,$0.00
CGTX,COGNITION THERAPEUTI,$0.00,0.00%,$0.00,($1.60),$0.00,$0.00,$0.00
CIFR,CIPHER MNG INC,$0.00,0.00%,$0.00,($30.44),$0.00,$0.00,$0.00
CMBM,CAMBIUM NETWORKS COR,$0.00,0.00%,$0.00,$31.63,$0.00,$0.00,$0.00
COMM,COMMSCOPE HLDG CO IN,$0.00,0.00%,$0.00,($6.50),$0.00,$0.00,$0.00
CRWD,CROWDSTRIKE HLDGS IN A,$0.00,0.00%,$0.00,($215.00),$0.00,$0.00,$0.00
CRWV,COREWEAVE INC A,$0.00,0.00%,$0.00,($111.00),$0.00,$0.00,$0.00
CSX,CSX CORP,$0.00,0.00%,$0.00,$1.59,$0.00,$0.00,$0.00
CWH,CAMPING WORLD HLDGS Class A,$0.00,0.00%,$0.00,($3.92),$0.00,$0.00,$0.00
DFLI,DRAGONFLY ENERGY HLD,$0.00,0.00%,$0.00,($2.97),$0.00,$0.00,$0.00
DNUT,KRISPY KREME INC,$0.00,0.00%,$0.00,($67.00),$0.00,$0.00,$0.00
DPRO,DRAGANFLY INC EQUITY Equity,$0.00,0.00%,$0.00,($68.00),$0.00,$0.00,$0.00
DUO,FANGDD NETWORK GROUP A,$0.00,0.00%,$0.00,($40.89),$0.00,$0.00,$0.00
DVLT,DATAVAULT AI INC,$0.00,0.00%,$0.00,($23.50),$0.00,$0.00,$0.00
EOSE,EOS ENERGY ENTERPRIS Class A,$0.00,0.00%,$0.00,$10.13,$0.00,$0.00,$0.00
F,FORD MTR CO DEL,$0.00,0.00%,$0.00,($5.00),$0.00,$0.00,$0.00
FDX,FEDEX CORP,$0.00,0.00%,$0.00,($22.00),$0.00,$0.00,$0.00
GME,GAMESTOP CORP NEW A,$0.00,0.00%,$0.00,($23.00),$0.00,$0.00,$0.00
GOLD,Gold com Inc,$0.00,0.00%,$0.00,($18.00),$0.00,$0.00,$0.00
HMY,HARMONY GOLD MNG LTD ADR,$0.00,0.00%,$0.00,($8.05),$0.00,$0.00,$0.00
HUBC,HUB CYBER SEC LTD,$0.00,0.00%,$0.00,($7.48),$0.00,$0.00,$0.00
HUT,HUT 8 CORP,$0.00,0.00%,$0.00,$1.00,$0.00,$0.00,$0.00
IEP,ICAHN ENTERPRISES L,$0.00,0.00%,$0.00,$4.16,$0.00,$0.00,$0.00
INHD,INNO HLDGS INC,$0.00,0.00%,$0.00,$12.91,$0.00,$0.00,$0.00
INTC,INTEL CORP,$0.00,0.00%,$0.00,$24.00,$0.00,$0.00,$0.00
JOBY,JOBY AVIATION INC A,$0.00,0.00%,$0.00,($11.02),$0.00,$0.00,$0.00
JPM,JPMORGAN CHASE & CO,$0.00,0.00%,$0.00,($4.00),$0.00,$0.00,$0.00
KLTO,KLOTHO NEUROSCIENCES,$0.00,0.00%,$0.00,($5.50),$0.00,$0.00,$0.00
KWE,KWESST MICRO SYS INC,$0.00,0.00%,$0.00,($31.50),$0.00,$0.00,$0.00
LDI,LOANDEPOT INC A,$0.00,0.00%,$0.00,$7.45,$0.00,$0.00,$0.00
LGHL,LION GROUP HLDG LTD ADR,$0.00,0.00%,$0.00,($58.00),$0.00,$0.00,$0.00
LIDR,AEYE INC A,$0.00,0.00%,$0.00,($12.02),$0.00,$0.00,$0.00
LODE,COMSTOCK INC,$0.00,0.00%,$0.00,($37.80),$0.00,$0.00,$0.00
LUMN,LUMEN TECHNOLOGIES I,$0.00,0.00%,$0.00,$3.85,$0.00,$0.00,$0.00
M,MACYS INC,$0.00,0.00%,$0.00,($62.57),$0.00,$0.00,$0.00
MGIH,MILLENNIUM GROUP INT,$0.00,0.00%,$0.00,($43.00),$0.00,$0.00,$0.00
MNST,MONSTER BEVERAGE COR,$0.00,0.00%,$0.00,$37.00,$0.00,$0.00,$0.00
NEUP,NEUPHORIA THERAPEUTI,$0.00,0.00%,$0.00,$98.63,$0.00,$0.00,$0.00
NFE,NEW FORTRESS ENERGY A,$0.00,0.00%,$0.00,($15.57),$0.00,$0.00,$0.00
NIO,NIO INC A ADR,$0.00,0.00%,$0.00,($10.74),$0.00,$0.00,$0.00
NNE,NANO NUCLEAR ENERGY Equity,$0.00,0.00%,$0.00,$2.00,$0.00,$0.00,$0.00
NU,NU HLDGS LTD Class A,$0.00,0.00%,$0.00,$21.00,$0.00,$0.00,$0.00
NUAI,NEW ERA EN & DIG,$0.00,0.00%,$0.00,$4.45,$0.00,$0.00,$0.00
NVTS,NAVITAS SEMICONDUCTO,$0.00,0.00%,$0.00,($5.00),$0.00,$0.00,$0.00
NXE,NEXGEN ENERGY LTD,$0.00,0.00%,$0.00,($2.58),$0.00,$0.00,$0.00
OKTA,OKTA INC A,$0.00,0.00%,$0.00,($10.00),$0.00,$0.00,$0.00
ONDS,ONDAS HLDGS INC,$0.00,0.00%,$0.00,$8.01,$0.00,$0.00,$0.00
ONMD,ONEMEDNET CORP A,$0.00,0.00%,$0.00,$19.01,$0.00,$0.00,$0.00
ONVO,ORGANOVO HLDGS INC,$0.00,0.00%,$0.00,($92.44),$0.00,$0.00,$0.00
OPAD,OFFERPAD SOLUTIONS I A,$0.00,0.00%,$0.00,($20.90),$0.00,$0.00,$0.00
OPEN,OPENDOOR TECHNOLOGIE Class A,$0.00,0.00%,$0.00,($15.60),$0.00,$0.00,$0.00
PATH,UIPATH INC Class A,$0.00,0.00%,$0.00,$0.85,$0.00,$0.00,$0.00
PENN,PENN ENTMT INC,$0.00,0.00%,$0.00,$12.00,$0.00,$0.00,$0.00
PHIO,PHIO PHARMACEUTICALS Equity,$0.00,0.00%,$0.00,($38.03),$0.00,$0.00,$0.00
PL,PLANET LABS PBC A,$0.00,0.00%,$0.00,$0.51,$0.00,$0.00,$0.00
PLTR,PALANTIR TECHNOLOGIE A,$0.00,0.00%,$0.00,($4.00),$0.00,$0.00,$0.00
PLUG,PLUG PWR INC,$0.00,0.00%,$0.00,($3.61),$0.00,$0.00,$0.00
POET,POET TECHNOLOGIES IN,$0.00,0.00%,$0.00,($16.82),$0.00,$0.00,$0.00
POLA,POLAR PWR INC.,$0.00,0.00%,$0.00,($3.46),$0.00,$0.00,$0.00
PRFX,PAINREFORM LTD,$0.00,0.00%,$0.00,($16.00),$0.00,$0.00,$0.00
PSKY,PARAMOUNT SKYDANCE C B,$0.00,0.00%,$0.00,($20.00),$0.00,$0.00,$0.00
PUMP,PROPETRO HLDG CORP,$0.00,0.00%,$0.00,$4.56,$0.00,$0.00,$0.00
QBTS,D-WAVE QUANTUM INC,$0.00,0.00%,$0.00,$12.00,$0.00,$0.00,$0.00
QS,QUANTUMSCAPE CORP A,$0.00,0.00%,$0.00,$9.72,$0.00,$0.00,$0.00
RANI,RANI THERAPEUTICS HL A,$0.00,0.00%,$0.00,$5.80,$0.00,$0.00,$0.00
RCAT,RED CAT HLDGS INC,$0.00,0.00%,$0.00,$5.24,$0.00,$0.00,$0.00
RGTI,RIGETTI COMPUTING IN,$0.00,0.00%,$0.00,($6.42),$0.00,$0.00,$0.00
RIG,TRANSOCEAN LTD,$0.00,0.00%,$0.00,($4.50),$0.00,$0.00,$0.00
SAVA,CASSAVA SCIENCES INC,$0.00,0.00%,$0.00,($9.28),$0.00,$0.00,$0.00
SEDG,SOLAREDGE TECHNOLOGI,$0.00,0.00%,$0.00,($15.00),$0.00,$0.00,$0.00
SERV,SERVE ROBOTICS INC,$0.00,0.00%,$0.00,($4.15),$0.00,$0.00,$0.00
SGBX,SAFE & GREEN HLDGS C,$0.00,0.00%,$0.00,$36.50,$0.00,$0.00,$0.00
SLNH,SOLUNA HOLDINGS INC,$0.00,0.00%,$0.00,$20.19,$0.00,$0.00,$0.00
SNAP,SNAP INC Class A,$0.00,0.00%,$0.00,($40.00),$0.00,$0.00,$0.00
SOFI,SOFI TECHNOLOGIES IN,$0.00,0.00%,$0.00,$27.91,$0.00,$0.00,$0.00
SPRO,SPERO THERAPEUTICS I,$0.00,0.00%,$0.00,$54.21,$0.00,$0.00,$0.00
SPY,SPDR S&P 500 ETF,$0.00,0.00%,$0.00,($275.00),$0.00,$0.00,$0.00
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,$0.00,0.00%,$0.00,$2.33,$0.00,$0.00,$0.00
TGL,TREASURE GLOBAL INC,$0.00,0.00%,$0.00,($0.74),$0.00,$0.00,$0.00
TTRX,TURN THERAPEUTICS IN,$0.00,0.00%,$0.00,($249.90),$0.00,$0.00,$0.00
UNIT,UNITI GROUP INC NEW,$0.00,0.00%,$0.00,$0.60,$0.00,$0.00,$0.00
USAR,USA RARE EARTH INC Class A,$0.00,0.00%,$0.00,($57.55),$0.00,$0.00,$0.00
VALE,VALE S A ADR,$0.00,0.00%,$0.00,$2.02,$0.00,$0.00,$0.00
VERI,VERITONE INC,$0.00,0.00%,$0.00,($13.69),$0.00,$0.00,$0.00
VRNA,VERONA PHARMA PLC ADR,$0.00,0.00%,$0.00,($5.00),$0.00,$0.00,$0.00
WBD,WARNER BROS DISCOVER Series A,$0.00,0.00%,$0.00,$23.67,$0.00,$0.00,$0.00
WGRX,WELLGISTICS HEALTH I,$0.00,0.00%,$0.00,($2.95),$0.00,$0.00,$0.00
WULF,TERAWULF INC,$0.00,0.00%,$0.00,($6.49),$0.00,$0.00,$0.00
XELB,XCEL BRANDS INC,$0.00,0.00%,$0.00,($13.32),$0.00,$0.00,$0.00
,OVERALL TOTALS,$0.00,0.00%,$0.00,"($1,582.84)",$0.00,$0.00,$0.00

Account Summary
Net Liquidating Value,"$10,451.96"
Stock Buying Power,"$10,451.96"
Option Buying Power,"$10,451.96"
Equity Commissions & Fees YTD,$211.16
Futures Commissions & Fees YTD,$0.00
Crypto Trading Fees YTD,N/A
Total Commissions & Fees YTD,$211.16
