Today's Trade Activity for acct (Individual) on 11/4/25 18:09:38

Working Orders
Notes,,Time Placed,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,PRICE,,TIF,Mark,Status

Filled Orders
,,Exec Time,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,Price,Net Price,Price Improvement,Order Type
,,11/4/25 10:34:33,STOCK,SELL,-250,TO CLOSE,RANI,,,STOCK,2.495,2.495,-,STP
,,11/4/25 10:21:07,STOCK,SELL,-50,TO CLOSE,RANI,,,STOCK,2.575,2.575,.25,MKT
,,11/4/25 10:17:00,STOCK,BUY,+300,TO OPEN,RANI,,,STOCK,2.489,2.489,.30,MKT

Canceled Orders
Notes,,Time Canceled,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,PRICE,,TIF,Status
,,11/4/25 10:32:08,STOCK,SELL,-100,TO CLOSE,RANI,,,STOCK,2.61,LMT,DAY,CANCELED
,,11/4/25 10:23:26,STOCK,SELL,-100,TO CLOSE,RANI,,,STOCK,2.61,LMT,DAY,CANCELED
,,11/4/25 10:22:05,STOCK,SELL,-250,TO CLOSE,RANI,,,STOCK,~,MKT,DAY,CANCELED
,,,,,,,,,,,2.35,STP,STD,
,,11/4/25 10:21:06,STOCK,SELL,-300,TO CLOSE,RANI,,,STOCK,~,MKT,DAY,CANCELED
,,,,,,,,,,,2.32,STP,STD,
,,11/4/25 10:05:23,STOCK,BUY,+200,TO OPEN,SY,,,STOCK,~,MKT,DAY,REJECTED: Your order is not eligible for electronic entry. Please call a Charles Schwab representative at (800) 435-9050 for assistance with this trade.
,,,,,,,,,,,3.85,STP,STD,
,,11/4/25 10:05:11,STOCK,BUY,+200,TO OPEN,SY,,,STOCK,~,MKT,DAY,REJECTED: Your order is not eligible for electronic entry. Please call a Charles Schwab representative at (800) 435-9050 for assistance with this trade.
,,,,,,,,,,,3.85,STP,STD,

Rolling Strategies
Covered Call Position,New Exp,Call By,Begin (Days),Order Price,Active Time,Move to MKT Time,Status
